age,gender,education,employment_type,years_employed,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_emi,emi_to_income,loan_to_income,loan_purpose,default
22,Male,Master,Salaried,9.0,150000.0,413995,48,23.87,768.0,2,13467.26,1.0774,2.76,Personal,0
31,Female,Bachelor,Salaried,3.0,150000.0,653778,12,18.02,809.0,0,59944.59,4.7956,4.3585,Education,0
59,Female,High School,Self-Employed,6.0,150000.0,568221,120,19.2,722.0,1,10681.5,0.8545,3.7881,Personal,0
54,Female,PhD,Salaried,5.0,330721.0,1004089,36,17.32,703.0,0,35958.63,1.3047,3.0361,Business,0
46,Male,Master,Salaried,8.0,150000.0,438908,24,23.19,635.0,0,23028.49,1.8423,2.9261,Medical,0
38,Male,Bachelor,Business,9.0,150000.0,700240,24,20.86,705.0,1,35934.15,2.8747,4.6683,Vehicle,0
41,Female,High School,Salaried,6.0,346000.0,1417199,36,17.65,,3,50986.65,1.7683,4.096,Home,1
56,Female,Bachelor,Salaried,7.0,150000.0,347082,12,12.99,668.0,0,30998.79,2.4799,2.3139,Home,0
60,Male,High School,Salaried,6.0,150000.0,499459,60,12.85,689.0,0,11325.91,0.9061,3.3297,Home,0
64,Male,Bachelor,Business,0.0,150000.0,207542,120,19.93,713.0,0,4001.24,0.3201,1.3836,Personal,0
42,Male,Bachelor,Self-Employed,12.0,177555.0,834447,24,22.82,637.0,0,43628.21,2.9486,4.6997,Vehicle,0
50,Female,Master,Salaried,11.0,150000.0,544294,84,23.76,680.0,2,13348.42,1.0679,3.6286,Home,0
63,Male,High School,Salaried,0.0,150000.0,723018,48,11.83,703.0,2,18979.54,1.5184,4.8201,Education,0
50,Female,Bachelor,Business,15.0,150000.0,272074,24,17.27,791.0,3,13487.28,1.079,1.8138,Vehicle,1
28,Female,High School,Salaried,8.0,150000.0,287745,120,19.08,718.0,0,5386.46,0.4309,1.9183,Medical,0
54,Female,Bachelor,Salaried,9.0,150000.0,636674,84,14.32,705.0,1,12044.11,0.9635,4.2445,Business,0
29,Male,Master,Salaried,4.0,150000.0,251736,84,9.3,732.0,0,4088.63,0.3271,1.6782,Education,0
40,Female,Bachelor,Salaried,7.0,150000.0,316411,60,12.22,851.0,0,7073.61,0.5659,2.1094,Home,0
60,Female,Bachelor,Self-Employed,9.0,150000.0,671903,36,16.01,721.0,2,23625.43,1.89,4.4794,Vehicle,1
45,Male,High School,Self-Employed,14.0,233951.0,662054,84,9.4,712.0,1,10786.72,0.5533,2.8299,Education,0
39,Male,Bachelor,Self-Employed,2.0,150000.0,277760,120,12.66,792.0,2,4091.74,0.3273,1.8517,Home,0
25,Female,High School,Salaried,11.0,238923.0,559552,12,11.75,739.0,0,49650.1,2.4937,2.342,Personal,1
31,Female,Bachelor,Salaried,5.0,150000.0,555540,36,13.35,545.0,1,18812.13,1.505,3.7036,Medical,0
35,Female,High School,Salaried,12.0,150000.0,182098,36,18.83,591.0,0,6659.35,0.5327,1.214,Vehicle,0
28,Male,Master,Salaried,1.0,150000.0,724458,12,15.36,721.0,0,65511.49,5.2409,4.8297,Home,0
39,Male,High School,Salaried,6.0,150000.0,407721,36,13.71,582.0,1,13877.58,1.1102,2.7181,Education,0
43,Male,High School,Self-Employed,0.0,150000.0,591322,84,12.03,722.0,0,10447.94,0.8358,3.9421,Home,0
47,Female,Bachelor,Salaried,4.0,150000.0,548827,36,18.86,762.0,3,20078.99,1.6063,3.6588,Personal,0
60,Female,Master,Self-Employed,5.0,150000.0,534498,24,18.63,687.0,0,26847.32,2.1478,3.5633,Vehicle,1
52,Male,PhD,Salaried,8.0,544206.0,1300771,48,14.87,678.0,1,36115.77,0.7964,2.3902,Education,0
46,Male,Master,Salaried,0.0,150000.0,103584,12,12.1,672.0,1,9208.16,0.7367,0.6906,Business,0
47,Female,High School,Salaried,13.0,150000.0,575476,24,20.85,709.0,2,29528.83,2.3623,3.8365,Personal,0
39,Female,High School,Self-Employed,14.0,152632.0,731412,84,21.56,571.0,0,16935.82,1.3315,4.792,Business,1
62,Male,Master,Business,7.0,417265.0,1156920,60,21.46,730.0,3,31598.68,0.9087,2.7726,Personal,0
49,Female,Master,Business,1.0,152741.0,731972,24,13.98,764.0,0,35137.17,2.7605,4.7922,Personal,0
59,Female,Bachelor,Salaried,1.0,150000.0,436057,24,11.69,787.0,1,20463.65,1.6371,2.907,Vehicle,0
61,Male,Bachelor,Self-Employed,7.0,150000.0,187974,36,21.46,559.0,0,7126.41,0.5701,1.2532,Business,0
53,Male,High School,Salaried,3.0,160762.0,253617,48,23.67,793.0,1,8222.18,0.6137,1.5776,Vehicle,0
39,Male,Master,Self-Employed,12.0,150000.0,658684,24,10.69,690.0,0,30605.12,2.4484,4.3912,Home,0
57,Male,High School,Business,5.0,150000.0,494531,60,18.0,712.0,0,12557.84,1.0046,3.2969,Home,0
39,Female,Bachelor,Self-Employed,8.0,150000.0,354715,36,12.94,699.0,1,11941.5,0.9553,2.3648,Home,0
53,Male,PhD,Salaried,6.0,150000.0,614585,120,15.52,646.0,1,10112.02,0.809,4.0972,Vehicle,0
36,Male,Bachelor,Self-Employed,4.0,160391.0,543355,24,16.94,588.0,0,26849.04,2.0088,3.3877,Personal,1
43,Male,High School,Business,3.0,218564.0,967207,120,16.39,582.0,0,16437.84,0.9025,4.4253,Business,1
27,Male,High School,Salaried,2.0,181210.0,882355,60,20.07,732.0,0,23411.39,1.5503,4.8692,Education,0
46,Female,High School,Salaried,5.0,231336.0,793613,12,23.53,583.0,0,74863.33,3.8834,3.4306,Business,1
52,Male,Bachelor,Salaried,7.0,261797.0,1274493,84,8.92,687.0,0,20453.71,0.9375,4.8682,Education,0
32,Male,Bachelor,Salaried,7.0,150000.0,392510,24,18.78,740.0,2,19743.96,1.5795,2.6167,Home,0
28,Female,High School,Salaried,7.0,150000.0,641990,12,16.13,627.0,1,58287.81,4.663,4.2799,Personal,0
25,Male,High School,Salaried,6.0,150000.0,686850,12,14.05,828.0,3,61686.44,4.9349,4.579,Home,0
62,Female,High School,Salaried,0.0,150000.0,105491,60,18.43,662.0,0,2703.52,0.2163,0.7033,Vehicle,0
48,Male,PhD,Salaried,11.0,150000.0,658936,36,22.12,698.0,4,25205.99,2.0165,4.3929,Business,1
25,Female,Master,Self-Employed,0.0,150000.0,350865,48,17.58,661.0,2,10229.82,0.8184,2.3391,Vehicle,1
46,Female,Bachelor,Salaried,9.0,187740.0,430305,48,21.04,619.0,2,13333.95,0.8523,2.292,Home,0
25,Male,Master,Unemployed,11.0,150000.0,602586,24,12.37,768.0,1,28470.05,2.2776,4.0172,Home,1
42,Female,Bachelor,Salaried,11.0,150000.0,241275,84,14.72,,0,4618.0,0.3694,1.6085,Home,0
35,Male,Master,Self-Employed,10.0,158485.0,101728,60,10.38,637.0,3,2180.49,0.1651,0.6419,Business,0
33,Female,Bachelor,Salaried,7.0,150000.0,258030,12,16.95,567.0,2,23527.44,1.8822,1.7202,Home,0
48,Male,Master,Salaried,,150000.0,512697,24,19.7,656.0,2,26019.05,2.0815,3.418,Personal,0
53,Female,High School,Salaried,1.0,150000.0,718564,36,17.06,627.0,3,25640.23,2.0512,4.7904,Home,0
63,Male,Bachelor,Self-Employed,7.0,150000.0,342112,84,22.55,821.0,0,8130.88,0.6505,2.2807,Education,0
43,Female,Master,Self-Employed,4.0,150000.0,613340,84,21.68,739.0,2,14247.11,1.1398,4.0889,Home,1
53,Female,High School,Self-Employed,4.0,150000.0,210362,48,14.5,625.0,1,5801.35,0.4641,1.4024,Vehicle,0
63,Female,High School,Salaried,9.0,150000.0,650040,84,16.94,698.0,1,13261.56,1.0609,4.3336,Vehicle,1
38,Male,High School,Salaried,6.0,156502.0,617314,48,18.18,636.0,4,18191.71,1.3949,3.9444,Home,0
50,Male,High School,Self-Employed,3.0,150000.0,377497,12,20.82,625.0,3,35117.57,2.8094,2.5166,Education,1
46,Male,High School,Salaried,18.0,150000.0,679034,84,8.73,542.0,0,10832.22,0.8666,4.5269,Home,1
36,Male,Bachelor,Salaried,5.0,150000.0,100560,24,20.82,611.0,2,5158.45,0.4127,0.6704,Business,0
33,Male,High School,Salaried,10.0,150000.0,605482,84,8.6,750.0,2,9619.18,0.7695,4.0365,Business,0
59,Male,High School,Salaried,9.0,150000.0,98761,24,19.37,682.0,1,4996.18,0.3997,0.6584,Home,0
53,Male,Master,Salaried,5.0,150000.0,658872,48,15.18,671.0,0,18397.07,1.4718,4.3925,Home,0
46,Male,Bachelor,Salaried,4.0,150000.0,194325,120,11.41,643.0,0,2722.12,0.2178,1.2955,Vehicle,0
21,Male,High School,Self-Employed,0.0,150000.0,100840,36,19.17,647.0,2,3705.07,0.2964,0.6723,Vehicle,0
58,Male,Bachelor,Salaried,7.0,150000.0,283430,60,21.86,775.0,1,7805.48,0.6244,1.8895,Business,1
22,Male,Bachelor,Unemployed,7.0,150000.0,195648,84,21.17,699.0,2,4483.47,0.3587,1.3043,Home,0
26,Female,Master,Salaried,2.0,166695.0,572300,12,10.7,737.0,3,50500.77,3.6354,3.4332,Business,0
58,Male,High School,Salaried,12.0,150000.0,393844,48,17.47,702.0,0,11460.38,0.9168,2.6256,Business,0
62,Male,Master,Self-Employed,9.0,,204938,48,18.44,745.0,1,6067.28,0.3851,1.0838,Home,0
44,Male,Master,Business,7.0,150000.0,693392,24,8.36,747.0,0,31474.21,2.5179,4.6226,Home,0
38,Male,Master,Self-Employed,5.0,150000.0,323261,12,12.92,640.0,1,28860.66,2.3089,2.1551,Business,0
47,Female,High School,Self-Employed,6.0,150000.0,265917,48,9.22,719.0,0,6645.17,0.5316,1.7728,Home,1
61,Male,High School,Business,2.0,150000.0,546187,48,14.38,745.0,0,15029.69,1.2024,3.6412,Vehicle,0
28,Male,Bachelor,Self-Employed,4.0,150000.0,340612,84,19.5,646.0,1,7461.49,0.5969,2.2707,Vehicle,0
48,Female,High School,Self-Employed,9.0,150000.0,173215,120,20.79,658.0,2,3438.7,0.2751,1.1548,Business,0
30,Female,High School,Business,6.0,,468103,120,20.09,803.0,0,9074.31,0.7259,3.1207,Vehicle,0
37,Male,High School,Salaried,15.0,150000.0,95494,48,11.98,774.0,2,2513.79,0.2011,0.6366,Personal,0
49,Male,Bachelor,Business,4.0,150000.0,498343,84,9.95,673.0,1,8260.21,0.6608,3.3223,Home,0
26,Male,High School,Salaried,6.0,150000.0,660599,12,21.9,710.0,1,61796.57,4.9437,4.404,Vehicle,0
34,Male,High School,Business,8.0,150000.0,251861,84,19.75,729.0,1,5555.02,0.4444,1.6791,Business,0
42,Male,Master,Salaried,9.0,150000.0,650315,48,19.96,709.0,0,19775.46,1.582,4.3354,Business,0
26,Female,High School,Salaried,5.0,150000.0,240401,48,11.97,646.0,4,6327.14,0.5062,1.6027,Education,1
46,Male,Bachelor,Business,4.0,150000.0,211661,84,16.94,784.0,0,4318.13,0.3455,1.4111,Home,0
59,Female,Bachelor,Salaried,5.0,167556.0,623179,24,22.32,630.0,0,32427.94,2.3224,3.7192,Business,0
32,Male,PhD,Self-Employed,8.0,150000.0,119218,36,21.26,790.0,3,4507.48,0.3606,0.7948,Vehicle,0
55,Male,Master,Salaried,5.0,150000.0,102428,60,11.91,710.0,0,2273.8,0.1819,0.6829,Education,0
34,Female,Bachelor,Salaried,16.0,150000.0,382788,120,23.19,680.0,0,8224.54,0.658,2.5519,Business,0
42,Male,Master,Business,5.0,150000.0,98012,84,13.75,679.0,3,1823.24,0.1459,0.6534,Vehicle,0
43,Male,Bachelor,Salaried,7.0,211233.0,577733,12,16.95,711.0,0,52678.29,2.9926,2.7351,Vehicle,0
27,Male,Bachelor,Self-Employed,,150000.0,513363,60,19.57,761.0,2,13478.45,1.0783,3.4224,Education,1
60,Male,High School,Salaried,6.0,150000.0,229042,48,11.64,760.0,1,5991.15,0.4793,1.5269,Home,0
45,Male,Bachelor,Business,10.0,150000.0,681739,36,13.99,753.0,1,23296.91,1.8638,4.5449,Personal,0
33,Male,Bachelor,Self-Employed,2.0,150000.0,210188,24,22.83,461.0,0,10990.51,0.8792,1.4013,Education,1
41,Male,Bachelor,Self-Employed,16.0,150000.0,235309,24,8.75,520.0,1,10723.06,0.8578,1.5687,Education,0
61,Male,Bachelor,Business,4.0,150000.0,691315,12,7.84,538.0,0,60085.28,4.8068,4.6088,Home,0
30,Female,High School,Salaried,8.0,150000.0,539090,120,23.42,717.0,0,11668.6,0.9335,3.5939,Vehicle,0
29,Male,Bachelor,Self-Employed,7.0,150000.0,431829,36,21.94,747.0,1,16478.34,1.3183,2.8789,Vehicle,0
35,Male,Bachelor,Self-Employed,6.0,150000.0,297853,84,20.71,751.0,2,6742.11,0.5394,1.9857,Education,1
22,Female,High School,Salaried,12.0,150000.0,594128,120,13.0,751.0,2,8870.97,0.7097,3.9609,Education,0
45,Female,Bachelor,Salaried,14.0,150000.0,472128,12,13.71,697.0,1,42326.62,3.3861,3.1475,Business,0
33,Male,Bachelor,Self-Employed,3.0,,305801,24,22.31,740.0,3,15911.24,1.2729,2.0387,Vehicle,0
54,Male,Master,Self-Employed,3.0,150000.0,632531,48,23.59,802.0,3,20478.56,1.6383,4.2169,Home,0
54,Female,High School,Salaried,,150000.0,611344,12,8.51,659.0,2,53324.12,4.2659,4.0756,Vehicle,1
55,Male,Bachelor,Salaried,6.0,150000.0,710079,36,15.23,731.0,2,24695.17,1.9756,4.7339,Personal,0
58,Female,High School,Salaried,5.0,150000.0,746541,84,14.11,632.0,0,14035.59,1.1228,4.9769,Medical,1
23,Female,Bachelor,Salaried,5.0,203426.0,112269,12,19.66,779.0,1,10381.72,0.6124,0.5519,Home,0
62,Male,High School,Salaried,5.0,386775.0,750554,84,15.64,566.0,1,14754.07,0.4578,1.9405,Education,0
26,Male,Bachelor,Salaried,2.0,150000.0,205036,24,8.8,605.0,2,9348.21,0.7479,1.3669,Education,0
39,Female,Master,Salaried,8.0,150000.0,219184,12,10.26,669.0,4,19296.27,1.5437,1.4612,Medical,1
23,Male,High School,Business,7.0,150000.0,658750,48,12.57,695.0,0,17532.35,1.4026,4.3917,Medical,0
38,Male,Bachelor,Self-Employed,5.0,150000.0,733077,84,20.49,604.0,1,16495.83,1.3197,4.8872,Education,0
59,Male,Bachelor,Salaried,0.0,150000.0,709545,24,20.27,882.0,2,36206.52,2.8965,4.7303,Home,0
29,Female,High School,Salaried,5.0,150000.0,545117,84,20.23,825.0,1,12180.58,0.9744,3.6341,Vehicle,0
32,Female,Bachelor,Self-Employed,14.0,150000.0,449596,12,20.32,641.0,1,41716.99,3.3374,2.9973,Home,0
25,Female,Bachelor,Business,5.0,150000.0,505651,60,14.37,659.0,2,11862.83,0.949,3.371,Home,0
23,Female,High School,Self-Employed,5.0,150000.0,652583,84,17.64,631.0,2,13578.53,1.0863,4.3506,Personal,0
31,Male,Master,Self-Employed,5.0,150000.0,79748,60,9.89,732.0,2,1690.1,0.1352,0.5317,Personal,0
50,Female,Master,Salaried,9.0,150000.0,364072,24,11.2,575.0,4,17002.43,1.3602,2.4271,Personal,0
24,Male,Master,Salaried,,150000.0,416935,48,12.84,792.0,1,11152.24,0.8922,2.7796,Business,0
25,Female,Bachelor,Self-Employed,4.0,206365.0,960747,120,15.97,782.0,1,16075.82,0.9348,4.6556,Home,0
21,Male,High School,Salaried,0.0,150000.0,191151,120,10.53,730.0,1,2582.51,0.2066,1.2743,Home,0
47,Male,Master,Salaried,5.0,150000.0,577440,36,21.93,670.0,0,22031.79,1.7625,3.8496,Vehicle,0
48,Female,Bachelor,Salaried,4.0,150000.0,698709,48,17.75,572.0,2,20433.41,1.6347,4.6581,Education,0
49,Male,Bachelor,Salaried,6.0,158097.0,622596,12,16.36,562.0,0,56594.79,4.2957,3.9381,Vehicle,0
38,Female,Master,Self-Employed,11.0,150000.0,81944,24,7.77,601.0,3,3697.52,0.2958,0.5463,Home,0
32,Female,Master,Salaried,2.0,150000.0,520125,60,16.78,753.0,2,12865.0,1.0292,3.4675,Medical,0
33,Male,Bachelor,Salaried,8.0,150000.0,216433,36,22.61,757.0,0,8334.13,0.6667,1.4429,Medical,0
61,Male,Master,Self-Employed,8.0,199472.0,642911,120,11.19,627.0,0,8925.39,0.5369,3.2231,Home,0
22,Female,Bachelor,Unemployed,9.0,150000.0,460533,24,11.14,771.0,0,21494.39,1.7196,3.0702,Home,0
57,Male,Bachelor,Self-Employed,9.0,296404.0,1424727,24,22.59,736.0,2,74327.97,3.0092,4.8067,Vehicle,0
36,Female,Bachelor,Self-Employed,0.0,150000.0,203444,24,21.24,512.0,2,10478.1,0.8382,1.3563,Home,1
44,Female,High School,Salaried,9.0,275956.0,200698,12,18.73,628.0,1,18469.79,0.8032,0.7273,Home,0
55,Female,Bachelor,Salaried,6.0,150000.0,487611,60,19.6,638.0,0,12810.42,1.0248,3.2507,Education,0
42,Female,Master,Salaried,4.0,440052.0,901101,84,8.48,760.0,1,14261.21,0.3889,2.0477,Medical,0
56,Female,High School,Salaried,13.0,150000.0,581394,60,20.06,711.0,1,15422.8,1.2338,3.876,Medical,1
31,Female,Bachelor,Salaried,10.0,150000.0,745420,60,19.79,785.0,4,19662.07,1.573,4.9695,Medical,0
49,Female,Bachelor,Salaried,3.0,161008.0,371307,120,8.32,795.0,0,4568.01,0.3405,2.3061,Home,0
55,Female,Bachelor,Self-Employed,5.0,158051.0,187024,36,20.53,759.0,0,7001.09,0.5316,1.1833,Home,0
35,Male,Bachelor,Business,11.0,150000.0,449026,84,18.07,677.0,1,9455.99,0.7565,2.9935,Home,0
51,Male,PhD,Self-Employed,6.0,150000.0,308669,84,16.93,686.0,0,6295.42,0.5036,2.0578,Vehicle,0
62,Female,High School,Salaried,1.0,150000.0,611409,84,15.99,714.0,0,12140.36,0.9712,4.0761,Education,0
61,Male,Bachelor,Self-Employed,14.0,150000.0,435680,120,15.97,659.0,1,7290.07,0.5832,2.9045,Personal,0
63,Male,Master,Salaried,6.0,150000.0,688025,12,11.37,465.0,1,60927.6,4.8742,4.5868,Business,1
36,Male,Bachelor,Self-Employed,7.0,150000.0,640765,48,7.55,735.0,1,15507.95,1.2406,4.2718,Medical,0
30,Female,High School,Salaried,8.0,152330.0,702778,60,23.34,710.0,2,19949.17,1.5715,4.6135,Personal,0
52,Male,Bachelor,Salaried,3.0,150000.0,276861,48,15.11,779.0,2,7720.7,0.6177,1.8457,Vehicle,0
22,Male,PhD,Self-Employed,12.0,150000.0,684365,120,8.22,591.0,0,8383.01,0.6706,4.5624,Personal,1
44,Male,Bachelor,Self-Employed,3.0,176849.0,777947,24,12.96,605.0,1,36970.4,2.5086,4.3989,Home,1
43,Female,Bachelor,Unemployed,7.0,,658380,84,13.66,828.0,2,12214.72,0.7395,3.3215,Personal,1
22,Male,PhD,Salaried,4.0,150000.0,689546,24,21.87,546.0,1,35728.12,2.8582,4.597,Business,1
58,Male,Master,Self-Employed,11.0,150000.0,111610,24,13.15,591.0,0,5314.01,0.4251,0.7441,Education,0
51,Male,Bachelor,Salaried,9.0,150000.0,605299,60,22.01,720.0,1,16721.14,1.3377,4.0353,Personal,0
60,Male,PhD,Salaried,6.0,198274.0,228967,84,14.8,540.0,2,4392.67,0.2659,1.1548,Business,0
46,Female,High School,Self-Employed,0.0,150000.0,305112,120,10.25,585.0,1,4074.44,0.326,2.0341,Home,0
49,Female,Master,Business,8.0,150000.0,567469,24,12.22,713.0,0,26771.07,2.1417,3.7831,Medical,0
23,Male,Bachelor,Self-Employed,7.0,150000.0,216536,12,21.49,629.0,3,20213.44,1.6171,1.4436,Home,1
34,Male,Bachelor,Salaried,0.0,150000.0,231063,84,10.15,650.0,0,3853.85,0.3083,1.5404,Vehicle,0
45,Female,Bachelor,Salaried,7.0,489623.0,712015,24,17.65,701.0,1,35426.42,0.8683,1.4542,Personal,0
21,Male,High School,Salaried,9.0,150000.0,382960,60,19.47,737.0,0,10033.49,0.8027,2.5531,Home,1
23,Male,Bachelor,Salaried,7.0,150000.0,129664,120,12.65,742.0,1,1909.35,0.1527,0.8644,Home,0
46,Male,High School,Self-Employed,5.0,150000.0,673402,12,20.76,688.0,1,62625.46,5.01,4.4893,Vehicle,0
38,Male,High School,Salaried,12.0,163493.0,618618,60,12.66,695.0,1,13968.02,1.0252,3.7838,Education,0
29,Male,Bachelor,Self-Employed,14.0,196092.0,551174,24,11.99,796.0,0,25943.1,1.5876,2.8108,Business,0
58,Female,Master,Self-Employed,2.0,175105.0,153907,12,8.74,739.0,1,13440.85,0.9211,0.8789,Education,0
43,Male,High School,Self-Employed,11.0,304191.0,322282,24,17.16,746.0,0,15959.14,0.6296,1.0595,Medical,0
41,Male,Bachelor,Salaried,8.0,150000.0,141465,12,16.29,695.0,1,12854.66,1.0284,0.9431,Home,0
21,Male,Bachelor,Salaried,4.0,150000.0,84955,48,18.43,732.0,0,2514.68,0.2012,0.5664,Vehicle,0
41,Male,High School,Salaried,6.0,,1616219,12,15.22,739.0,1,146045.03,3.7973,3.5019,Home,0
47,Male,Master,Salaried,6.0,150000.0,419351,48,10.89,607.0,1,10815.96,0.8653,2.7957,Vehicle,0
62,Male,Master,Business,11.0,150000.0,332893,24,9.21,677.0,2,15240.23,1.2192,2.2193,Home,0
26,Male,High School,Business,5.0,150000.0,309585,12,15.74,562.0,0,28050.84,2.2441,2.0639,Education,0
64,Female,PhD,Self-Employed,0.0,187790.0,483792,60,16.36,773.0,0,11857.62,0.7577,2.5762,Vehicle,0
56,Female,Bachelor,Self-Employed,6.0,150000.0,395598,84,22.88,516.0,0,9483.37,0.7587,2.6373,Business,0
48,Male,High School,Self-Employed,10.0,459271.0,517069,12,15.66,717.0,1,46830.96,1.2236,1.1258,Home,0
37,Male,Bachelor,Salaried,11.0,150000.0,433785,12,22.89,765.0,1,40785.87,3.2629,2.8919,Personal,0
60,Female,Bachelor,Salaried,5.0,150000.0,107418,84,17.98,569.0,0,2256.44,0.1805,0.7161,Education,0
23,Male,Bachelor,Salaried,8.0,150000.0,708586,12,9.98,583.0,2,62289.38,4.9832,4.7239,Home,0
32,Male,Bachelor,Unemployed,11.0,150000.0,557097,36,8.92,686.0,1,17694.8,1.4156,3.714,Medical,0
59,Female,High School,Salaried,9.0,191009.0,103634,60,23.37,562.0,1,2943.56,0.1849,0.5426,Home,1
32,Female,PhD,Salaried,15.0,150000.0,269961,12,10.86,685.0,1,23841.98,1.9074,1.7997,Medical,0
22,Male,Master,Business,12.0,214456.0,1055605,12,13.24,829.0,2,94402.66,5.2824,4.9222,Vehicle,0
42,Male,Bachelor,Salaried,5.0,150000.0,107708,24,8.08,682.0,1,4875.27,0.39,0.7181,Personal,0
43,Female,High School,Self-Employed,6.0,156002.0,181003,84,12.04,771.0,0,3199.07,0.2461,1.1603,Home,0
50,Male,Bachelor,Business,13.0,150000.0,397052,120,23.28,708.0,1,8555.71,0.6845,2.647,Vehicle,1
25,Female,Bachelor,Salaried,2.0,,319220,84,9.01,724.0,0,5137.58,0.4037,2.0905,Home,0
29,Male,Master,Self-Employed,6.0,150000.0,740031,120,22.33,528.0,2,15462.83,1.237,4.9335,Education,1
41,Male,Master,Salaried,14.0,150000.0,439224,60,8.58,669.0,0,9028.3,0.7223,2.9282,Home,0
31,Male,Master,Self-Employed,15.0,150000.0,710307,12,18.24,736.0,1,65202.1,5.2162,4.7354,Vehicle,0
25,Female,Bachelor,Salaried,8.0,198864.0,436644,12,15.67,764.0,0,39548.93,2.3865,2.1957,Business,0
55,Female,Master,Salaried,0.0,150000.0,258661,12,19.56,808.0,0,23906.5,1.9125,1.7244,Personal,0
47,Male,High School,Self-Employed,5.0,150000.0,269683,120,20.33,627.0,3,5270.92,0.4217,1.7979,Business,0
22,Female,Bachelor,Salaried,9.0,150000.0,504704,48,18.68,650.0,2,15005.62,1.2004,3.3647,Business,1
44,Female,High School,Business,3.0,150000.0,482709,36,10.74,638.0,0,15743.91,1.2595,3.2181,Home,1
51,Female,Master,Salaried,16.0,150000.0,448680,60,17.97,627.0,1,11386.2,0.9109,2.9912,Home,0
53,Female,Master,Self-Employed,6.0,150000.0,202622,48,17.7,711.0,0,5920.3,0.4736,1.3508,Medical,0
59,Male,High School,Salaried,12.0,222565.0,375134,12,21.53,695.0,0,35025.63,1.8885,1.6855,Home,1
50,Male,Bachelor,Business,6.0,150000.0,270153,84,9.38,745.0,2,4398.79,0.3519,1.801,Medical,0
57,Female,PhD,Salaried,8.0,150000.0,659708,60,17.46,538.0,2,16559.06,1.3247,4.3981,Personal,0
48,Female,Bachelor,Salaried,6.0,167695.0,700629,48,10.9,636.0,1,18074.12,1.2934,4.178,Personal,1
51,Male,Bachelor,Self-Employed,4.0,150000.0,213392,36,18.45,811.0,0,7762.89,0.621,1.4226,Personal,0
31,Male,Bachelor,Business,5.0,222207.0,257519,48,16.05,696.0,1,7304.76,0.3945,1.1589,Education,0
43,Female,Bachelor,Business,9.0,150000.0,143944,120,10.63,658.0,0,1952.8,0.1562,0.9596,Business,0
22,Male,PhD,Salaried,6.0,150000.0,120655,24,9.53,728.0,2,5541.48,0.4433,0.8044,Education,0
60,Female,Bachelor,Self-Employed,,150000.0,739618,12,19.03,595.0,3,68171.25,5.4537,4.9308,Education,1
61,Male,High School,Salaried,9.0,189375.0,786061,48,21.0,782.0,0,24340.93,1.5424,4.1508,Business,1
47,Female,High School,Self-Employed,13.0,187435.0,107995,84,13.61,653.0,1,2000.63,0.1281,0.5762,Education,1
55,Male,High School,Salaried,13.0,150201.0,79578,36,17.76,531.0,0,2867.36,0.2291,0.5298,Personal,0
22,Male,Bachelor,Salaried,3.0,150000.0,540695,84,20.8,787.0,0,12268.59,0.9815,3.6046,Home,0
59,Male,Master,Business,3.0,150000.0,285109,84,19.44,769.0,1,6235.4,0.4988,1.9007,Home,0
57,Female,Bachelor,Business,12.0,169251.0,159990,120,19.54,646.0,0,3043.26,0.2158,0.9453,Medical,0
41,Female,PhD,Self-Employed,5.0,150000.0,388210,12,16.7,772.0,0,35351.35,2.8281,2.5881,Vehicle,0
25,Female,Master,Self-Employed,6.0,150000.0,87715,24,9.76,747.0,4,4037.89,0.323,0.5848,Vehicle,0
41,Male,Bachelor,Self-Employed,1.0,150000.0,361794,84,23.12,800.0,0,8727.28,0.6982,2.412,Vehicle,0
49,Female,Bachelor,Salaried,9.0,303158.0,475685,120,12.57,,1,6982.35,0.2764,1.5691,Education,0
40,Female,Bachelor,Self-Employed,6.0,150000.0,253791,120,9.39,694.0,1,3268.73,0.2615,1.6919,Home,0
58,Female,High School,Self-Employed,11.0,150000.0,268205,24,21.75,813.0,3,13880.89,1.1105,1.788,Personal,0
40,Female,Bachelor,Salaried,10.0,173780.0,327517,48,22.06,480.0,2,10329.45,0.7133,1.8847,Business,1
45,Male,Bachelor,Business,11.0,207547.0,122492,120,21.96,660.0,1,2528.54,0.1462,0.5902,Business,0
22,Female,Bachelor,Business,11.0,150000.0,459888,12,16.02,771.0,2,41730.39,3.3384,3.0659,Personal,0
52,Female,Bachelor,Business,5.0,150000.0,444825,48,12.6,592.0,2,11845.42,0.9476,2.9655,Business,0
46,Female,Bachelor,Salaried,6.0,186802.0,640475,24,20.89,693.0,0,32876.63,2.112,3.4286,Vehicle,0
26,Female,Bachelor,Self-Employed,7.0,150000.0,182943,60,22.8,645.0,0,5136.25,0.4109,1.2196,Home,0
61,Male,Bachelor,Business,7.0,150000.0,746501,48,7.67,581.0,2,18108.86,1.4487,4.9767,Home,0
23,Female,High School,Salaried,9.0,195489.0,217228,120,22.44,647.0,0,4555.29,0.2796,1.1112,Home,0
53,Male,Bachelor,Self-Employed,5.0,150000.0,622800,60,11.4,695.0,0,13665.75,1.0933,4.152,Vehicle,1
21,Male,Bachelor,Unemployed,8.0,150000.0,223743,12,20.61,751.0,3,20791.7,1.6633,1.4916,Home,1
